
add shopify export → Commit
Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Agentic Category (product.metafields.agentiq.apl_category),Agentic Description (product.metafields.agentiq.apl_description),Agentic Title (product.metafields.agentiq.apl_title),Product Source URL (product.metafields.custom.product_upload_source_url),Size (product.metafields.custom.size),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Accessory size (product.metafields.shopify.accessory-size),Color (product.metafields.shopify.color-pattern),Decoration material (product.metafields.shopify.decoration-material),Vehicle application area (product.metafields.shopify.vehicle-application-area),Vehicle decor features (product.metafields.shopify.vehicle-decor-features),Vehicle type (product.metafields.shopify.vehicle-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
lowride-dog-sticker,,,,,,,,,Silver Oil Slick,,,30cm,,,,,,50.0,shopify,continue,manual,7.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Silver Oil Slick,,,35cm,,,,,,50.0,shopify,continue,manual,8.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Silver Oil Slick,,,40cm,,,,,,50.0,shopify,continue,manual,9.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Silver Oil Slick,,,45cm,,,,,,50.0,shopify,continue,manual,11.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Silver Oil Slick,,,50cm,,,,,,50.0,shopify,continue,manual,13.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Silver Oil Slick,,,60cm,,,,,,50.0,shopify,continue,manual,16.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Black Oil Slick,,,20cm,,,,,,50.0,shopify,continue,manual,3.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Black Oil Slick,,,25cm,,,,,,50.0,shopify,continue,manual,4.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Black Oil Slick,,,30cm,,,,,,50.0,shopify,continue,manual,7.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Black Oil Slick,,,35cm,,,,,,50.0,shopify,continue,manual,8.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Black Oil Slick,,,40cm,,,,,,50.0,shopify,continue,manual,9.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Black Oil Slick,,,45cm,,,,,,50.0,shopify,continue,manual,11.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Black Oil Slick,,,50cm,,,,,,50.0,shopify,continue,manual,13.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Black Oil Slick,,,60cm,,,,,,50.0,shopify,continue,manual,16.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Gold Oil Slick,,,20cm,,,,,,50.0,shopify,continue,manual,3.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Gold Oil Slick,,,25cm,,,,,,50.0,shopify,continue,manual,4.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Gold Oil Slick,,,30cm,,,,,,50.0,shopify,continue,manual,7.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Gold Oil Slick,,,35cm,,,,,,50.0,shopify,continue,manual,8.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Gold Oil Slick,,,40cm,,,,,,50.0,shopify,continue,manual,9.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Gold Oil Slick,,,45cm,,,,,,50.0,shopify,continue,manual,11.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Gold Oil Slick,,,50cm,,,,,,50.0,shopify,continue,manual,13.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Gold Oil Slick,,,60cm,,,,,,50.0,shopify,continue,manual,16.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Rose Gold Oil Slick,,,20cm,,,,,,50.0,shopify,continue,manual,3.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Rose Gold Oil Slick,,,25cm,,,,,,50.0,shopify,continue,manual,4.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Rose Gold Oil Slick,,,30cm,,,,,,50.0,shopify,continue,manual,7.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Rose Gold Oil Slick,,,35cm,,,,,,50.0,shopify,continue,manual,8.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Rose Gold Oil Slick,,,40cm,,,,,,50.0,shopify,continue,manual,9.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Rose Gold Oil Slick,,,45cm,,,,,,50.0,shopify,continue,manual,11.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Rose Gold Oil Slick,,,50cm,,,,,,50.0,shopify,continue,manual,13.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Rose Gold Oil Slick,,,60cm,,,,,,50.0,shopify,continue,manual,16.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Copper Oil Slick,,,20cm,,,,,,50.0,shopify,continue,manual,3.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Copper Oil Slick,,,25cm,,,,,,50.0,shopify,continue,manual,4.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Copper Oil Slick,,,30cm,,,,,,50.0,shopify,continue,manual,7.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Copper Oil Slick,,,35cm,,,,,,50.0,shopify,continue,manual,8.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Copper Oil Slick,,,40cm,,,,,,50.0,shopify,continue,manual,9.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Copper Oil Slick,,,45cm,,,,,,50.0,shopify,continue,manual,11.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Copper Oil Slick,,,50cm,,,,,,50.0,shopify,continue,manual,13.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Copper Oil Slick,,,60cm,,,,,,50.0,shopify,continue,manual,16.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Purple Oil Slick,,,20cm,,,,,,50.0,shopify,continue,manual,3.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Purple Oil Slick,,,25cm,,,,,,50.0,shopify,continue,manual,4.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Purple Oil Slick,,,30cm,,,,,,50.0,shopify,continue,manual,7.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Purple Oil Slick,,,35cm,,,,,,50.0,shopify,continue,manual,8.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Purple Oil Slick,,,40cm,,,,,,50.0,shopify,continue,manual,9.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Purple Oil Slick,,,45cm,,,,,,50.0,shopify,continue,manual,11.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Purple Oil Slick,,,50cm,,,,,,50.0,shopify,continue,manual,13.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Purple Oil Slick,,,60cm,,,,,,50.0,shopify,continue,manual,16.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Red Oil Slick,,,20cm,,,,,,50.0,shopify,continue,manual,3.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Red Oil Slick,,,25cm,,,,,,50.0,shopify,continue,manual,4.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Red Oil Slick,,,30cm,,,,,,50.0,shopify,continue,manual,7.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Red Oil Slick,,,35cm,,,,,,50.0,shopify,continue,manual,8.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Red Oil Slick,,,40cm,,,,,,50.0,shopify,continue,manual,9.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Red Oil Slick,,,45cm,,,,,,50.0,shopify,continue,manual,11.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Red Oil Slick,,,50cm,,,,,,50.0,shopify,continue,manual,13.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Red Oil Slick,,,60cm,,,,,,50.0,shopify,continue,manual,16.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Black Sparkles / Oil Slick Mix,,,20cm,,,,,,50.0,shopify,continue,manual,3.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Black Sparkles / Oil Slick Mix,,,25cm,,,,,,50.0,shopify,continue,manual,4.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Black Sparkles / Oil Slick Mix,,,30cm,,,,,,50.0,shopify,continue,manual,7.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Black Sparkles / Oil Slick Mix,,,35cm,,,,,,50.0,shopify,continue,manual,8.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Black Sparkles / Oil Slick Mix,,,40cm,,,,,,50.0,shopify,continue,manual,9.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Black Sparkles / Oil Slick Mix,,,45cm,,,,,,50.0,shopify,continue,manual,11.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Black Sparkles / Oil Slick Mix,,,50cm,,,,,,50.0,shopify,continue,manual,13.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Black Sparkles / Oil Slick Mix,,,60cm,,,,,,50.0,shopify,continue,manual,16.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Gold Sparkles,,,20cm,,,,,,50.0,shopify,continue,manual,3.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Gold Sparkles,,,25cm,,,,,,50.0,shopify,continue,manual,4.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Gold Sparkles,,,30cm,,,,,,50.0,shopify,continue,manual,7.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Gold Sparkles,,,35cm,,,,,,50.0,shopify,continue,manual,8.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Gold Sparkles,,,40cm,,,,,,50.0,shopify,continue,manual,9.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Gold Sparkles,,,45cm,,,,,,50.0,shopify,continue,manual,11.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Gold Sparkles,,,50cm,,,,,,50.0,shopify,continue,manual,13.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Gold Sparkles,,,60cm,,,,,,50.0,shopify,continue,manual,16.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Silver Sparkles,,,20cm,,,,,,50.0,shopify,continue,manual,3.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Silver Sparkles,,,25cm,,,,,,50.0,shopify,continue,manual,4.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Silver Sparkles,,,30cm,,,,,,50.0,shopify,continue,manual,7.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Silver Sparkles,,,35cm,,,,,,50.0,shopify,continue,manual,8.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Silver Sparkles,,,40cm,,,,,,50.0,shopify,continue,manual,9.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Silver Sparkles,,,45cm,,,,,,50.0,shopify,continue,manual,11.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Silver Sparkles,,,50cm,,,,,,50.0,shopify,continue,manual,13.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Silver Sparkles,,,60cm,,,,,,50.0,shopify,continue,manual,16.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Rose Gold Sparkles,,,20cm,,,,,,50.0,shopify,continue,manual,3.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Rose Gold Sparkles,,,25cm,,,,,,50.0,shopify,continue,manual,4.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Rose Gold Sparkles,,,30cm,,,,,,50.0,shopify,continue,manual,7.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Rose Gold Sparkles,,,35cm,,,,,,50.0,shopify,continue,manual,8.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Rose Gold Sparkles,,,40cm,,,,,,50.0,shopify,continue,manual,9.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Rose Gold Sparkles,,,45cm,,,,,,50.0,shopify,continue,manual,11.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Rose Gold Sparkles,,,50cm,,,,,,50.0,shopify,continue,manual,13.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Rose Gold Sparkles,,,60cm,,,,,,50.0,shopify,continue,manual,16.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Black Sparkles,,,20cm,,,,,,50.0,shopify,continue,manual,3.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Black Sparkles,,,25cm,,,,,,50.0,shopify,continue,manual,4.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Black Sparkles,,,30cm,,,,,,50.0,shopify,continue,manual,7.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Black Sparkles,,,35cm,,,,,,50.0,shopify,continue,manual,8.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Black Sparkles,,,40cm,,,,,,50.0,shopify,continue,manual,9.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Black Sparkles,,,45cm,,,,,,50.0,shopify,continue,manual,11.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Black Sparkles,,,50cm,,,,,,50.0,shopify,continue,manual,13.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Black Sparkles,,,60cm,,,,,,50.0,shopify,continue,manual,16.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Light Blue Sparkles,,,20cm,,,,,,50.0,shopify,continue,manual,3.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Light Blue Sparkles,,,25cm,,,,,,50.0,shopify,continue,manual,4.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Light Blue Sparkles,,,30cm,,,,,,50.0,shopify,continue,manual,7.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Light Blue Sparkles,,,35cm,,,,,,50.0,shopify,continue,manual,8.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Light Blue Sparkles,,,40cm,,,,,,50.0,shopify,continue,manual,9.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Light Blue Sparkles,,,45cm,,,,,,50.0,shopify,continue,manual,11.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Light Blue Sparkles,,,50cm,,,,,,50.0,shopify,continue,manual,13.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Light Blue Sparkles,,,60cm,,,,,,50.0,shopify,continue,manual,16.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Purple Sparkles,,,20cm,,,,,,50.0,shopify,continue,manual,3.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Purple Sparkles,,,25cm,,,,,,50.0,shopify,continue,manual,4.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Purple Sparkles,,,30cm,,,,,,50.0,shopify,continue,manual,7.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Purple Sparkles,,,35cm,,,,,,50.0,shopify,continue,manual,8.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Purple Sparkles,,,40cm,,,,,,50.0,shopify,continue,manual,9.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Purple Sparkles,,,45cm,,,,,,50.0,shopify,continue,manual,11.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Purple Sparkles,,,50cm,,,,,,50.0,shopify,continue,manual,13.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Purple Sparkles,,,60cm,,,,,,50.0,shopify,continue,manual,16.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Red Sparkles,,,20cm,,,,,,50.0,shopify,continue,manual,3.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Red Sparkles,,,25cm,,,,,,50.0,shopify,continue,manual,4.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Red Sparkles,,,30cm,,,,,,50.0,shopify,continue,manual,7.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Red Sparkles,,,35cm,,,,,,50.0,shopify,continue,manual,8.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Red Sparkles,,,40cm,,,,,,50.0,shopify,continue,manual,9.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Red Sparkles,,,45cm,,,,,,50.0,shopify,continue,manual,11.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Red Sparkles,,,50cm,,,,,,50.0,shopify,continue,manual,13.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Red Sparkles,,,60cm,,,,,,50.0,shopify,continue,manual,16.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Green Sparkles,,,20cm,,,,,,50.0,shopify,continue,manual,3.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Green Sparkles,,,25cm,,,,,,50.0,shopify,continue,manual,4.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Green Sparkles,,,30cm,,,,,,50.0,shopify,continue,manual,7.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Green Sparkles,,,35cm,,,,,,50.0,shopify,continue,manual,8.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Green Sparkles,,,40cm,,,,,,50.0,shopify,continue,manual,9.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Green Sparkles,,,45cm,,,,,,50.0,shopify,continue,manual,11.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Green Sparkles,,,50cm,,,,,,50.0,shopify,continue,manual,13.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Green Sparkles,,,60cm,,,,,,50.0,shopify,continue,manual,16.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Pink Sparkles,,,20cm,,,,,,50.0,shopify,continue,manual,3.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lowride-dog-sticker,,,,,,,,,Pink Sparkles,,,25cm,,,,,,50.0,shopify,continue,manual,4.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
